"","cue","coverage","H","unknown","xR2","xR3","N"
"2554","critical",89.1608391608392,4.45172744631122,0,2,10,300
"2555","criticism",93.3823529411765,4.38822283712492,5,3,7,300
"2556","criticize",91.5194346289753,4.8618954597725,0,4,9,300
"2557","critique",90.4929577464789,4.71813221604055,2,1,8,300
"2558","critter",89.7058823529412,3.84984758302335,2,5,12,300
"2559","croak",93.7269372693727,3.08843632141888,5,1,12,300
"2560","crochet",92.156862745098,3.71918024627729,12,3,3,300
"2561","crockery",78.8018433179724,4.410101985336,22,6,5,300
"2562","crocodile",87.8787878787879,3.72374318362755,0,0,3,300
"2563","croissant",94.2760942760943,3.41505163580019,0,1,1,300
"2564","crook",92.2509225092251,3.95997912512783,6,3,5,300
"2565","crooked",89.3772893772894,4.43525326770597,5,2,8,300
"2566","crop",96.6101694915254,3.78042255320272,0,0,5,300
"2567","crops",93.5153583617747,3.77052157273765,2,0,1,300
"2568","cross",82.5342465753425,4.46399731646581,0,2,4,300
"2569","crossbow",82.3943661971831,3.75122273481215,0,2,12,300
"2570","crossing",90.3225806451613,4.01806584903842,3,2,8,300
"2571","crossroad",85.6617647058823,4.36447056876612,1,7,11,300
"2572","crosswalk",86.5079365079365,4.11935679643154,8,7,10,300
"2573","crossword",92.0689655172414,3.64667423813021,1,2,3,300
"2574","crotch",87.843137254902,4.34836435763973,8,4,13,300
"2575","crouch",89.5910780669145,4.03213153699963,6,4,5,300
"2576","crow",87.7966101694915,3.48778960267703,1,0,2,300
"2577","crowbar",85.8657243816254,4.31057899688418,3,1,6,300
"2578","crowd",87.8048780487805,4.34369330854033,1,1,8,300
"2579","crowded",85.4166666666667,4.16782779742283,0,2,8,300
"2580","crowds",79.8534798534799,4.27308138175911,1,6,12,300
"2581","crown",92.2297297297297,3.67545117575883,0,0,4,300
"2582","crows",75.6272401433692,3.7981867702421,2,5,5,300
"2583","crucial",90.5882352941177,3.40146591244884,1,13,16,300
"2584","crucifix",93.2203389830508,3.23420264672792,0,1,3,300
"2585","crude",92.1428571428571,3.83833882403912,2,3,8,300
"2586","cruel",89.8245614035088,4.16590805265318,3,0,6,300
"2587","cruelty",85.5670103092783,4.41354047244371,1,1,4,300
"2588","cruise",92.4657534246575,3.78509601651766,0,2,4,300
"2589","crumb",95.6834532374101,3.64496214757469,4,3,4,300
"2590","crumble",92.5925925925926,4.19382796158817,0,1,1,300
"2591","crumbly",86.9731800766284,4.09153831875226,6,5,11,300
"2592","crummy",89.1666666666667,3.99323141077113,8,12,12,300
"2593","crunch",92.8571428571429,4.45755786088288,2,4,6,300
"2594","crunchy",87.2413793103448,4.49200448483564,1,0,7,300
"2595","crusade",74.1379310344828,4.37035758253727,0,4,2,300
"2596","crusader",82.0224719101124,4.54243978718966,5,5,8,300
"2597","crush",91.4089347079038,4.37548022073743,1,1,4,300
"2598","crushed",75.9856630824373,4.57081131663175,0,5,11,300
"2599","crust",82.7702702702703,3.35993982818212,0,0,4,300
"2600","crustacean",91.6058394160584,3.2413220935441,7,1,3,300
"2601","crusty",90.2527075812274,4.14593146304345,1,8,4,300
"2602","crutch",91.0344827586207,4.17907827515705,0,2,6,300
"2603","cry",97.2696245733788,3.53812823388369,1,0,4,300
"2604","crying",89.8648648648649,3.73832213702183,0,1,2,300
"2605","crypt",84.5878136200717,3.9526771624807,1,6,6,300
"2606","crystal",90.625,4.19610893292044,1,1,7,300
"2607","crystal ball",87.6760563380282,4.16658743371475,0,5,6,300
"2608","cub",96.1538461538462,3.19278603122328,0,2,10,300
"2609","Cuba",71.5254237288136,4.16191431936551,0,1,3,300
"2610","cube",82.4742268041237,3.60979015775127,0,0,9,300
"2611","cubes",80.14440433213,3.84328533578268,1,4,12,300
"2612","cubicle",92.2818791946309,3.98324278722702,0,0,2,300
"2613","cuckoo",92.3076923076923,2.87466836524104,3,0,5,300
"2614","cucumber",95.2380952380952,3.54428793829005,0,1,4,300
"2615","cuddle",96.7032967032967,3.74492865390326,5,4,4,300
"2616","cuddly",93.127147766323,3.92151498607164,2,0,3,300
"2617","cue",92.9078014184397,4.14521273278001,2,1,10,300
"2618","cuff",87.6363636363636,3.80710114893626,7,1,2,300
"2619","cufflink",87.3563218390805,3.97371176544073,8,4,7,300
"2620","cuisine",93.5374149659864,3.62461645717154,1,1,1,300
"2621","culinary",92.8082191780822,3.44271069822219,0,1,6,300
"2622","culprit",85.4092526690391,3.86842997952325,2,4,5,300
"2623","cult",80.0699300699301,4.62829549566214,1,3,5,300
"2624","cultivate",94.3859649122807,3.96331934086389,3,0,6,300
"2625","cultural",83.9857651245552,4.81807372736389,2,4,5,300
"2626","culture",91.3494809688581,4.76033643047446,1,0,8,300
"2627","cultured",82.3741007194245,4.72343191234706,0,7,8,300
"2628","cumin",86.4978902953586,3.49015122352065,13,8,8,300
"2629","cunning",87.6325088339223,3.7282278797224,2,1,9,300
"2630","cunt",85.7707509881423,3.94292253201367,3,15,8,300
"2631","cup",93.5593220338983,3.89040414344226,0,1,3,300
"2632","cupboard",93.9929328621908,4.01154588238445,2,2,7,300
"2633","cupcake",93.9597315436242,3.94904109988151,0,0,2,300
"2634","cupid",80.2197802197802,3.11251069719816,2,7,7,300
"2635","cups",82.5783972125435,4.06011030305064,0,4,5,300
"2636","curb",92.3076923076923,4.1460604783701,2,1,6,300
"2637","cure",94.4636678200692,3.96600884492332,1,1,6,300
"2638","curfew",88.339222614841,4.14178838804343,4,0,5,300
"2639","curiosity",90.2255639097744,4.1367553671975,5,3,13,300
"2640","curious",93.5374149659864,4.32099762081122,0,0,6,300
"2641","curl",91.3194444444444,3.82798320389543,1,1,7,300
"2642","curler",78.4313725490196,3.91009813456139,5,10,10,300
"2643","curly",77.6173285198556,3.65686468801815,0,4,15,300
"2644","currant",92.1259842519685,3.8390039552126,14,0,4,300
"2645","currency",91.8367346938776,3.58564148419794,1,1,1,300
"2646","current",88.5521885521886,3.89912057233613,0,1,1,300
"2647","currently",83.6431226765799,3.37343478047788,2,6,13,300
"2648","curry",92.5170068027211,3.52511835985906,0,0,6,300
"2649","curse",88.2758620689655,3.95193411460499,0,3,4,300
"2650","cursive",85.9375,3.94525644060279,11,3,5,300
"2651","curtain",93.5483870967742,4.23047895628324,2,5,5,300
"2652","curtains",93.4707903780069,4.1714261521713,0,2,5,300
"2653","curve",91.6955017301038,4.27722979676893,1,1,6,300
"2654","curved",89.9280575539568,4.26412058655742,0,5,12,300
"2655","curves",84.5614035087719,4.4181146104187,1,2,8,300
"2656","curvy",86.7857142857143,4.18418952393933,2,2,10,300
"2657","cushion",94.1580756013746,3.51290915299582,2,0,3,300
"2658","cushy",92.3076923076923,3.4481761811331,8,8,13,300
"2659","cuss",88.0658436213992,3.635157150759,12,6,9,300
"2660","custard",95.0354609929078,3.88980991007866,3,3,3,300
"2661","custody",92.280701754386,3.94500773566445,2,2,5,300
"2662","custom",87.4551971326165,4.46928024440734,1,3,12,300
"2663","customer",92.1428571428571,3.94050526994702,3,4,3,300
"2664","customs",74.2049469964664,4.33031211243514,0,4,9,300
"2665","cut",90.7534246575342,4.13646453695977,0,1,6,300
"2666","cute",95.4861111111111,3.88641626562578,1,2,5,300
"2667","cuticle",88.6178861788618,3.45475047128651,8,8,14,300
"2668","cutie",92,3.77566979488808,0,8,9,300
"2669","cutlery",87.8571428571429,3.26631245495678,4,3,2,300
"2670","cut off",81.7490494296578,4.75346909495165,2,8,15,300
"2671","cuts",72.4907063197026,4.14868822486187,4,5,9,300
"2672","cutter",86.6141732283465,4.12593736764461,4,12,10,300
"2673","cyborg",80.5970149253731,3.73451737146339,6,2,10,300
"2674","cycle",90.6896551724138,4.14200773070391,1,1,5,300
"2675","cycling",79.1095890410959,4.26112867813851,0,1,6,300
"2676","cyclist",83.9721254355401,4.15833520723861,0,2,9,300
"2677","cyclone",89.0459363957597,3.61431497669937,2,4,3,300
"2678","cylinder",91.8727915194346,4.18556622506159,1,2,10,300
"2679","cymbal",86.7383512544803,3.74071486070608,3,2,8,300
"2680","cymbals",86.6197183098592,3.65875797297945,5,0,1,300
"2681","cynic",76.9911504424779,4.56994528831958,6,21,14,300
"2682","cynical",79.467680608365,4.77153507478499,2,8,15,300
"2683","cyst",78.1021897810219,4.3931540217287,5,2,7,300
"2684","d",82.6086956521739,4.3851280748037,10,5,7,300
"2685","dab",86.0902255639098,4.40307014274219,6,4,8,300
"2686","dad",91.4893617021277,3.6619907494254,1,4,7,300
"2687","daddy",91.8727915194346,3.7760844968528,1,4,6,300
"2688","daffodil",88.5714285714286,3.09146207632703,4,2,4,300
"2689","daft",87.7952755905512,3.74718138581153,7,9,7,300
"2690","dagger",89.198606271777,3.596832238658,2,1,5,300
"2691","daily",92.9328621908127,4.31707525485868,0,5,7,300
"2692","dainty",93.5943060498221,3.91891795456803,5,1,2,300
"2693","dairy",93.448275862069,2.65012627654367,2,1,2,300
"2694","daisy",92.9054054054054,3.40302578060017,0,1,2,300
"2695","dalmatian",83.5714285714286,3.02388098686149,1,4,9,300
"2696","dam",89.4160583941606,3.63634520250785,6,2,4,300
"2697","damage",87.5912408759124,4.4280963984787,3,3,11,300
"2698","damaged",86.2815884476534,3.85117367444187,0,4,15,300
"2699","dame",80.565371024735,3.97085358155602,4,0,5,300
"2700","damn",87.2791519434629,4.21415154238872,1,4,6,300
"2701","damnation",91.1764705882353,3.83401875598617,3,6,7,300
"2702","damp",95.1890034364261,3.52594339882794,1,1,4,300
"2703","damsel",88.8030888030888,3.50469150956529,11,1,6,300
"2704","dance",88.6986301369863,4.64940600470955,0,2,4,300
"2705","dancefloor",87.0588235294118,4.13895043412555,2,14,11,300
"2706","dancer",85.6164383561644,4.21601241127148,0,2,4,300
"2707","dancing",84.2490842490842,4.71103452723431,5,1,10,300
"2708","dandelion",94.1391941391941,3.4233054368459,6,3,3,300
"2709","dandruff",95.1557093425606,3.33432347924434,3,1,0,300
"2710","dandy",77.7777777777778,4.28202661097033,3,2,8,300
"2711","danger",88.7755102040816,4.42106948513706,0,0,6,300
"2712","dangerous",90.0709219858156,4.95840930588021,2,4,4,300
"2713","dangle",85.5203619909502,4.10264689601198,8,19,17,300
"2714","Dante",85.6,3.58853966700128,4,15,8,300
"2715","dare",89.010989010989,4.19348710434821,1,8,8,300
"2716","daredevil",74.6268656716418,4.42488860667467,3,7,9,300
"2717","daring",91.0852713178295,3.92347384482256,2,10,16,300
"2718","dark",94.1780821917808,3.81304085285958,0,2,4,300
"2719","dark blue",89.4366197183099,3.66619785734782,0,4,8,300
"2720","dark brown",84.7272727272727,3.84139453035948,0,7,11,300
"2721","darken",87.0175438596491,4.21104991541263,0,4,7,300
"2722","darkness",92.0863309352518,3.86571503115061,3,2,9,300
"2723","darling",92.0138888888889,3.98808232462824,2,1,4,300
"2724","darn",87.2340425531915,3.96961371089029,1,4,7,300
"2725","dart",90.5923344947735,3.94639022687297,1,2,6,300
"2726","Darwin",74.3150684931507,3.68077463693281,1,2,1,300
"2727","dash",89.7887323943662,3.91641141299134,3,3,1,300
"2728","dashboard",85.036496350365,3.85244218074754,5,3,5,300
"2729","dashing",83.984375,3.74918149478774,2,13,12,300
"2730","data",89.3103448275862,4.36306141280323,0,1,8,300
"2731","database",82.0069204152249,4.14321100761373,1,1,6,300
"2732","date",92.5423728813559,4.2840555658177,1,1,0,300
"2733","dates",86.6894197952219,4.33490621617327,1,0,4,300
"2734","dating",85.5172413793103,4.6214527912239,1,1,5,300
"2735","daughter",95.0877192982456,3.48976971075776,3,1,4,300
"2736","daunting",87.8571428571429,3.99936773729367,2,4,6,300
"2737","David",51.9230769230769,3.91192243161071,1,12,13,300
"2738","David Bowie",72.7272727272727,4.17793848664452,6,5,8,300
"2739","Davidson",77.0833333333333,3.63563610955001,10,32,14,300
"2740","dawn",93.7716262975779,3.69501168875056,1,1,6,300
"2741","day",91.5824915824916,3.57084165324947,0,1,1,300
"2742","daycare",84.3636363636364,4.27329085519399,0,6,13,300
"2743","daydream",88.2562277580071,4.75678493048261,0,7,5,300
"2744","daylight",93.7716262975779,3.79863605417881,0,2,7,300
"2745","days",95.0877192982456,3.53592781480007,0,5,5,300
"2746","daytime",94.1379310344828,3.57789981579691,0,4,2,300
"2747","daze",85.9259259259259,4.38927428102985,2,3,18,300
"2748","dazed",68.5823754789272,3.82730585769165,3,9,12,300
"2749","dazzle",88.5496183206107,4.05051114839474,8,5,4,300
"2750","dead",86.734693877551,4.58760404899705,0,0,6,300
"2751","deadline",86.6666666666667,4.3616924424884,0,3,9,300
"2752","deadly",91.5492957746479,4.31489227280803,1,4,5,300
"2753","deaf",87.956204379562,3.88448229899666,2,7,6,300
"2754","deal",89.3835616438356,4.1801743799284,0,1,6,300
"2755","dealer",92.7083333333333,3.48426613202845,0,2,8,300
"2756","dear",89.3470790378007,4.1140613892103,1,0,6,300
"2757","death",90.9722222222222,4.50902745086909,2,1,4,300
"2758","debate",92.1985815602837,3.99660320916107,0,4,10,300
"2759","debit",97.153024911032,2.93735016833824,3,3,4,300
"2760","debit card",86.6425992779783,3.5643988080193,0,7,9,300
"2761","debris",75,4.20218642973999,0,2,8,300
"2762","debt",90.5723905723906,3.90834902030798,0,0,3,300
"2763","debunk",80.9128630705394,4.37340588119769,11,4,18,300
"2764","debut",83.2740213523132,3.92049293618487,2,3,7,300
"2765","decade",80.8664259927798,3.38854267706019,1,5,10,300
"2766","decadent",83.8028169014084,4.4885362674266,3,3,1,300
"2767","decay",92.0138888888889,4.00011404422459,1,2,5,300
"2768","deceased",84.8375451263538,3.64857658917046,1,6,8,300
"2769","deceit",90.9090909090909,4.19687324460019,7,3,9,300
"2770","deceitful",91.7910447761194,3.98455912699466,2,5,16,300
"2771","deceive",93.0147058823529,3.80138189842469,4,4,8,300
"2772","December",92,3.28777338195351,0,0,0,300
"2773","decency",90.9420289855072,4.61961533687338,1,7,7,300
"2774","decent",91.2408759124088,4.22923289208571,3,4,9,300
"2775","deception",92.3076923076923,4.14723156060069,0,3,8,300
"2776","deceptive",85.7677902621723,4.33861667450713,3,7,10,300
"2777","decide",91.8149466192171,4.22736662507292,0,4,11,300
"2778","decimal",87.2852233676976,3.62663805996869,0,0,9,300
"2779","decimate",80.9917355371901,3.97267007143876,7,13,11,300
"2780","decipher",81.4814814814815,3.92880981180831,2,7,10,300
"2781","decision",96.309963099631,4.62951031413554,1,4,18,300
"2782","decisions",86.6666666666667,4.4735656401431,0,12,6,300
"2783","decisive",88.3636363636364,4.58688094182211,2,6,7,300
"2784","deck",93.5153583617747,3.83934102257725,1,1,2,300
"2785","declaration",89.1696750902527,3.91462116209082,0,6,11,300
"2786","declare",85.8657243816254,4.15847160202057,0,4,9,300
"2787","decline",87.5444839857651,4.23026753093052,3,3,4,300
"2788","decode",80.2281368821293,4.31376648574934,1,13,8,300
"2789","decompose",88.2352941176471,3.93148742302378,1,2,4,300
"2790","decomposition",86.1423220973783,4.27556603458179,4,4,13,300
"2791","decor",86.7383512544803,4.29699450615174,1,6,6,300
"2792","decorate",87.8048780487805,4.57592311714059,0,3,7,300
"2793","decoration",89.527027027027,4.49597225644939,0,0,4,300
"2794","decorative",80.2768166089965,4.5942356176069,0,4,3,300
"2795","decorum",84.8979591836735,4.63290951110555,8,8,15,300
"2796","decrease",90.6474820143885,3.94305351700169,2,2,12,300
"2797","decreasing",67.6363636363636,4.1671464682991,0,9,7,300
"2798","decrepit",77.7777777777778,3.89362787036765,12,3,15,300
"2799","dedicated",85.3046594982079,4.78557765678352,1,7,4,300
"2800","dedication",89.051094890511,4.65019553811463,0,6,14,300
"2801","deduce",87.360594795539,4.05116595943049,5,1,14,300
"2802","deduct",93.6329588014981,3.97132372111541,3,9,6,300
"2803","deed",94.2965779467681,3.97800739373446,5,5,12,300
"2804","deem",90.04329004329,4.40205389145556,13,8,14,300
"2805","deep",92.9824561403509,4.09943414142395,1,4,4,300
"2806","deeply",86.0902255639098,4.36642577895095,2,7,14,300
"2807","deer",87.7551020408163,4.32995537754939,0,1,4,300
"2808","defame",77.1844660194175,4.39744072393139,19,14,9,300
"2809","default",86.1313868613139,4.42692549954779,3,3,11,300
"2810","defeat",91.1971830985916,4.08669093656778,1,2,9,300
"2811","defeated",80.2281368821293,4.30405251795376,2,12,7,300
"2812","defecate",90.5737704918033,3.55163918729128,5,16,9,300
"2813","defect",85.9205776173285,4.35387728813696,3,2,10,300
"2814","defend",93.0313588850174,4.28805960912147,1,1,8,300
"2815","defender",89.0845070422535,4.46447389342835,1,3,7,300
"2816","defense",93.1740614334471,4.55538590988446,0,1,5,300
"2817","defensive",79.9242424242424,4.69221104737312,0,11,14,300
"2818","defer",82.9875518672199,4.44890192216913,11,7,12,300
"2819","deficit",87.4125874125874,4.19862536139382,1,1,9,300
"2820","define",90.8088235294118,3.84271987113761,1,6,13,300
"2821","definite",87.037037037037,4.15370638352812,1,6,15,300
"2822","definitely",87.7777777777778,3.93509025677838,4,6,6,300
"2823","definition",92.226148409894,3.79639945855634,2,4,3,300
"2824","deflate",79.3233082706767,3.87516962451553,3,7,11,300
"2825","defrost",92.4137931034483,3.67020519643965,0,3,4,300
"2826","degrade",84.8708487084871,4.88280689351407,3,5,10,300
"2827","degree",83.5616438356164,3.91861248187422,1,1,3,300
"2828","degrees",83.695652173913,3.94292469947941,1,6,9,300
"2829","deity",84.469696969697,3.78974488276926,8,4,4,300
"2830","dejected",81.8930041152263,3.70231524570822,12,5,11,300
"2831","delay",94.6428571428571,4.08358819013654,0,4,12,300
"2832","delayed",85.663082437276,3.99438267476211,1,3,12,300
"2833","delegate",84.8148148148148,4.57310816933347,5,2,11,300
"2834","delete",90.5923344947735,3.84827365404859,1,2,6,300
"2835","deliberate",77.8571428571429,4.63515848229832,1,3,11,300
"2836","delicate",91.8149466192171,4.03208497887171,1,5,6,300
"2837","delicious",92.0138888888889,3.76444863961797,2,0,6,300
"2838","delight",85.6140350877193,4.09136386075063,1,3,6,300
"2839","delightful",95.6989247311828,4.09565940846213,2,4,7,300
"2840","delinquent",87.5444839857651,4.04692009204643,1,3,10,300
"2841","delirious",79.6296296296296,4.35729881969138,2,7,10,300
"2842","deliver",88.6524822695035,4.10284489626156,1,3,9,300
"2843","delivery",90.3114186851211,4.23437665518779,2,1,3,300
"2844","delta",81.6254416961131,4.01186333415703,2,4,3,300
